BOOKINGSORDERDATE,BOOKINGSSTATUS,PRODUCTCODE,CUSTOMERNAME,BOOKINGSCOUNTRY,BOOKINGSTERRITORY,BOOKINGSQUANTITYORDERED
1/6/2005 0:00,Shipped,S12_3380,Suominen Souveniers,Finland,EMEA,6576
2/8/2005 0:00,Shipped,S12_3380,Boards & Toys Co.,USA,NA,7974
3/3/2005 0:00,Shipped,S12_3380,Scandinavian Gift Ideas,Sweden,EMEA,3618
5/17/2005 0:00,Shipped,S12_3380,Salzburg Collectables,Austria,EMEA,2184
2/11/2003 0:00,Shipped,S12_3891,Danish Wholesale Imports,Denmark,EMEA,9132
4/16/2003 0:00,Shipped,S12_3891,"Dragon Souveniers, Ltd.",Singapore,Japan,11876
6/3/2003 0:00,Shipped,S12_3891,Muscle Machine Inc,USA,NA,16276
8/8/2003 0:00,Shipped,S12_3891,Mini Gifts Distributors Ltd.,USA,NA,18940
9/28/2003 0:00,Shipped,S12_3891,Euro Shopping Channel,Spain,EMEA,14072
10/22/2003 0:00,Shipped,S12_3891,"Dragon Souveniers, Ltd.",Singapore,Japan,11118
11/6/2003 0:00,Shipped,S12_3891,L'ordine Souveniers,Italy,EMEA,15744
11/14/2003 0:00,Shipped,S12_3891,Mini Creations Ltd.,USA,NA,15772
11/26/2003 0:00,Shipped,S12_3891,Super Scale Inc.,USA,NA,14464
1/2/2004 0:00,Shipped,S12_3891,"Saveley & Henriot, Co.",France,EMEA,6228
2/12/2004 0:00,Shipped,S12_3891,"Clover Collections, Co.",Ireland,EMEA,10090
3/19/2004 0:00,Shipped,S12_3891,CAF Imports,Spain,EMEA,13904
5/5/2004 0:00,Shipped,S12_3891,Suominen Souveniers,Finland,EMEA,8314
7/20/2004 0:00,Shipped,S12_3891,Diecast Classics Inc.,USA,NA,15924
8/20/2004 0:00,Shipped,S12_3891,Mini Gifts Distributors Ltd.,USA,NA,7556
9/9/2004 0:00,Shipped,S12_3891,Amica Models & Co.,Italy,EMEA,16506
10/14/2004 0:00,Shipped,S12_3891,"AV Stores, Co.",UK,EMEA,7266
10/22/2004 0:00,Shipped,S12_3891,Heintze Collectables,Denmark,EMEA,13826
11/5/2004 0:00,Shipped,S12_3891,Baane Mini Imports,Norway,EMEA,5166
11/20/2004 0:00,Shipped,S12_3891,"La Corne D'abondance, Co.",France,EMEA,6210
12/1/2004 0:00,Shipped,S12_3891,Muscle Machine Inc,USA,NA,8816
12/15/2004 0:00,Shipped,S12_3891,Reims Collectables,France,EMEA,6084
1/26/2005 0:00,Shipped,S12_3891,"Tokyo Collectables, Ltd",Japan,Japan,11882
2/17/2005 0:00,Shipped,S12_3891,Mini Gifts Distributors Ltd.,USA,NA,6482
3/23/2005 0:00,Shipped,S12_3891,Mini Gifts Distributors Ltd.,USA,NA,12218
5/5/2005 0:00,Shipped,S12_3891,Gift Depot Inc.,USA,NA,6774
3/3/2003 0:00,Shipped,S12_3990,Cruz & Sons Co.,Philippines,Japan,6970
5/8/2003 0:00,Shipped,S12_3990,Marseille Mini Autos,France,EMEA,4084
7/2/2003 0:00,Shipped,S12_3990,Mini Gifts Distributors Ltd.,USA,NA,3600
9/5/2003 0:00,Shipped,S12_3990,Collectables For Less Inc.,USA,NA,2680
10/10/2003 0:00,Shipped,S12_3990,Corporate Gift Ideas Co.,USA,NA,3524
11/4/2003 0:00,Shipped,S12_3990,"Anna's Decorations, Ltd",Australia,APAC,4596
11/12/2003 0:00,Shipped,S12_3990,Herkku Gifts,Norway,EMEA,3256
11/20/2003 0:00,Shipped,S12_3990,"Toms Spezialitten, Ltd",Germany,EMEA,3878
12/2/2003 0:00,Shipped,S12_3990,Euro Shopping Channel,Spain,EMEA,7302
1/15/2004 0:00,Shipped,S12_3990,Auto Canal Petit,France,EMEA,5182
2/22/2004 0:00,Shipped,S12_3990,"Vida Sport, Ltd",Switzerland,EMEA,5728
4/9/2004 0:00,Shipped,S12_3990,Danish Wholesale Imports,Denmark,EMEA,2968
6/1/2004 0:00,Cancelled,S12_3990,"UK Collectables, Ltd.",UK,EMEA,4508
7/6/2004 0:00,Shipped,S12_3990,L'ordine Souveniers,Italy,EMEA,5362
8/2/2004 0:00,Shipped,S12_3990,Online Mini Collectables,USA,NA,6368
8/30/2004 0:00,Shipped,S12_3990,"Vida Sport, Ltd",Switzerland,EMEA,5692
10/4/2003 0:00,Shipped,S12_3990,"Blauer See Auto, Co.",Germany,EMEA,3370
10/16/2004 0:00,Shipped,S12_3990,"Toms Spezialitten, Ltd",Germany,EMEA,7976
11/3/2004 0:00,Shipped,S12_3990,"Volvo Model Replicas, Co",Sweden,EMEA,5578
11/15/2004 0:00,Shipped,S12_3990,Land of Toys Inc.,USA,NA,7214
11/24/2004 0:00,Shipped,S12_3990,Salzburg Collectables,Austria,EMEA,6736
1/6/2005 0:00,Shipped,S12_3990,Suominen Souveniers,Finland,EMEA,5550
2/9/2005 0:00,Shipped,S12_3990,"Toys of Finland, Co.",Finland,EMEA,3254
3/3/2005 0:00,Shipped,S12_3990,Scandinavian Gift Ideas,Sweden,EMEA,5058
5/17/2005 0:00,Shipped,S12_3990,Salzburg Collectables,Austria,EMEA,6130
1/31/2003 0:00,Shipped,S12_4473,Euro Shopping Channel,Spain,EMEA,9230
4/4/2003 0:00,Shipped,S12_4473,Classic Legends Inc.,USA,NA,11446
6/3/2003 0:00,Shipped,S12_4473,Muscle Machine Inc,USA,NA,5118
8/1/2003 0:00,Shipped,S12_4473,Suominen Souveniers,Finland,EMEA,4280
9/21/2003 0:00,Shipped,S12_4473,"Oulu Toy Supplies, Inc.",Finland,EMEA,6654
10/22/2003 0:00,Shipped,S12_4473,"Dragon Souveniers, Ltd.",Singapore,Japan,13650
11/6/2003 0:00,Shipped,S12_4473,"Stylish Desk Decors, Co.",UK,EMEA,7086
11/14/2003 0:00,Shipped,S12_4473,"Iberia Gift Imports, Corp.",Spain,EMEA,9032
11/25/2003 0:00,Shipped,S12_4473,Mini Classics,USA,NA,12890
12/9/2003 0:00,Shipped,S12_4473,Diecast Collectables,USA,NA,6768
2/10/2004 0:00,Shipped,S12_4473,Signal Collectibles Ltd.,USA,NA,9782
3/11/2004 0:00,Shipped,S12_4473,Mini Gifts Distributors Ltd.,USA,NA,9042
5/5/2004 0:00,Shipped,S12_4473,Euro Shopping Channel,Spain,EMEA,10138
6/15/2004 0:00,Shipped,S12_4473,Handji Gifts& Co,Singapore,APAC,13082
7/20/2004 0:00,Shipped,S12_4473,Mini Gifts Distributors Ltd.,USA,NA,6024
8/19/2004 0:00,Shipped,S12_4473,Diecast Classics Inc.,USA,NA,10494
9/8/2004 0:00,Shipped,S12_4473,Land of Toys Inc.,USA,NA,4428
10/13/2004 0:00,Shipped,S12_4473,Marta's Replicas Co.,USA,NA,9546
10/22/2004 0:00,Shipped,S12_4473,Heintze Collectables,Denmark,EMEA,12370
11/5/2004 0:00,Shipped,S12_4473,Vitachrome Inc.,USA,NA,3034
11/20/2004 0:00,Shipped,S12_4473,"La Corne D'abondance, Co.",France,EMEA,12744
12/1/2004 0:00,Shipped,S12_4473,Muscle Machine Inc,USA,NA,10464
12/10/2004 0:00,Shipped,S12_4473,Euro Shopping Channel,Spain,EMEA,5388
1/23/2005 0:00,Shipped,S12_4473,Mini Gifts Distributors Ltd.,USA,NA,3498
2/17/2005 0:00,Shipped,S12_4473,Mini Gifts Distributors Ltd.,USA,NA,4260
5/3/2005 0:00,Shipped,S12_4473,Euro Shopping Channel,Spain,EMEA,11902
5/31/2005 0:00,In Process,S12_4473,La Rochelle Gifts,France,EMEA,9384
3/3/2003 0:00,Shipped,S12_4675,Cruz & Sons Co.,Philippines,Japan,7462
5/8/2003 0:00,Shipped,S12_4675,Marseille Mini Autos,France,EMEA,4284
7/2/2003 0:00,Shipped,S12_4675,Mini Gifts Distributors Ltd.,USA,NA,5676
9/5/2003 0:00,Shipped,S12_4675,Collectables For Less Inc.,USA,NA,6460
10/11/2003 0:00,Shipped,S12_4675,"Men 'R' US Retailers, Ltd.",USA,NA,10364
11/4/2003 0:00,Shipped,S12_4675,Mini Auto Werke,Austria,EMEA,8782
11/12/2003 0:00,Shipped,S12_4675,Herkku Gifts,Norway,EMEA,8954
11/20/2003 0:00,Shipped,S12_4675,Online Diecast Creations Co.,USA,NA,7088
12/2/2003 0:00,Shipped,S12_4675,Euro Shopping Channel,Spain,EMEA,10390
1/16/2004 0:00,Shipped,S12_4675,Euro Shopping Channel,Spain,EMEA,8360
2/22/2004 0:00,Shipped,S12_4675,"Vida Sport, Ltd",Switzerland,EMEA,5368
4/12/2004 0:00,Shipped,S12_4675,"Oulu Toy Supplies, Inc.",Finland,EMEA,3916
6/1/2004 0:00,Cancelled,S12_4675,"UK Collectables, Ltd.",UK,EMEA,9820
7/6/2004 0:00,Shipped,S12_4675,L'ordine Souveniers,Italy,EMEA,8936
8/4/2004 0:00,Shipped,S12_4675,"Dragon Souveniers, Ltd.",Singapore,Japan,6254
8/30/2004 0:00,Shipped,S12_4675,"Vida Sport, Ltd",Switzerland,EMEA,5350
10/4/2003 0:00,Shipped,S12_4675,"Blauer See Auto, Co.",Germany,EMEA,5614
10/16/2004 0:00,Shipped,S12_4675,"Toms Spezialitten, Ltd",Germany,EMEA,5008
11/4/2004 0:00,Shipped,S12_4675,FunGiftIdeas.com,USA,NA,5968
11/15/2004 0:00,Shipped,S12_4675,Land of Toys Inc.,USA,NA,5048
11/24/2004 0:00,Shipped,S12_4675,Salzburg Collectables,Austria,EMEA,8272
1/6/2005 0:00,Shipped,S12_4675,Suominen Souveniers,Finland,EMEA,8136
2/9/2005 0:00,Shipped,S12_4675,"Toys of Finland, Co.",Finland,EMEA,10364
3/3/2005 0:00,Shipped,S12_4675,Scandinavian Gift Ideas,Sweden,EMEA,10486
4/14/2005 0:00,Shipped,S12_4675,Mini Caravy,France,EMEA,18096
5/17/2005 0:00,Shipped,S12_4675,Salzburg Collectables,Austria,EMEA,7664
1/29/2003 0:00,Shipped,S18_1097,Baane Mini Imports,Norway,EMEA,7840
3/26/2003 0:00,Shipped,S18_1097,Mini Gifts Distributors Ltd.,USA,NA,9832
5/28/2003 0:00,Shipped,S18_1097,"Corrida Auto Replicas, Ltd",Spain,EMEA,7714
7/24/2003 0:00,Shipped,S18_1097,Technics Stores Inc.,USA,NA,8362
9/19/2003 0:00,Shipped,S18_1097,"Dragon Souveniers, Ltd.",Singapore,Japan,9282
10/21/2003 0:00,Resolved,S18_1097,Mini Auto Werke,Austria,EMEA,7140
11/6/2003 0:00,Shipped,S18_1097,"Australian Gift Network, Co",Australia,APAC,8960
11/13/2003 0:00,Shipped,S18_1097,"Classic Gift Ideas, Inc",USA,NA,4066
11/25/2003 0:00,Shipped,S18_1097,"Saveley & Henriot, Co.",France,EMEA,3920
12/5/2003 0:00,Shipped,S18_1097,Canadian Gift Exchange Network,Canada,NA,7932
1/29/2004 0:00,Shipped,S18_1097,West Coast Collectables Co.,USA,NA,10304
3/10/2004 0:00,Shipped,S18_1097,Cambridge Collectables Co.,USA,NA,6720
5/4/2004 0:00,Shipped,S18_1097,Super Scale Inc.,USA,NA,6902
6/15/2004 0:00,Shipped,S18_1097,"Tokyo Collectables, Ltd",Japan,Japan,10906
7/19/2004 0:00,Shipped,S18_1097,Souveniers And Things Co.,Australia,APAC,8328
8/17/2004 0:00,Shipped,S18_1097,Amica Models & Co.,Italy,EMEA,5600
9/8/2004 0:00,Shipped,S18_1097,Scandinavian Gift Ideas,Sweden,EMEA,9374
10/11/2004 0:00,Shipped,S18_1097,Auto Assoc. & Cie.,France,EMEA,9016
10/21/2004 0:00,Shipped,S18_1097,Mini Gifts Distributors Ltd.,USA,NA,8362
11/4/2004 0:00,Shipped,S18_1097,Online Diecast Creations Co.,USA,NA,4502
11/18/2004 0:00,Shipped,S18_1097,Mini Wheels Co.,USA,NA,2334
11/29/2004 0:00,Shipped,S18_1097,"Australian Collectors, Co.",Australia,APAC,4166
12/10/2004 0:00,Shipped,S18_1097,Mini Gifts Distributors Ltd.,USA,NA,7644
1/20/2005 0:00,Shipped,S18_1097,"Anna's Decorations, Ltd",Australia,APAC,7822
2/17/2005 0:00,Shipped,S18_1097,Corporate Gift Ideas Co.,USA,NA,9408
3/9/2005 0:00,Shipped,S18_1097,"Anna's Decorations, Ltd",Australia,APAC,4934
5/1/2005 0:00,Shipped,S18_1097,Quebec Home Shopping Network,Canada,NA,6426
5/31/2005 0:00,In Process,S18_1097,Euro Shopping Channel,Spain,EMEA,14364
3/10/2003 0:00,Shipped,S18_1129,Motor Mint Distributors Inc.,USA,NA,8758
5/8/2003 0:00,Shipped,S18_1129,Marseille Mini Autos,France,EMEA,10008
7/4/2003 0:00,Shipped,S18_1129,Alpha Cognac,France,EMEA,7288
9/11/2003 0:00,Shipped,S18_1129,"Anna's Decorations, Ltd",Australia,APAC,5404
10/17/2003 0:00,Shipped,S18_1129,Heintze Collectables,Denmark,EMEA,7528
11/5/2003 0:00,Shipped,S18_1129,Quebec Home Shopping Network,Canada,NA,9016
11/12/2003 0:00,Shipped,S18_1129,Herkku Gifts,Norway,EMEA,10836
11/20/2003 0:00,Shipped,S18_1129,Online Diecast Creations Co.,USA,NA,6600
12/2/2003 0:00,Shipped,S18_1129,Muscle Machine Inc,USA,NA,12364
1/16/2004 0:00,Shipped,S18_1129,Euro Shopping Channel,Spain,EMEA,8372
2/22/2004 0:00,Shipped,S18_1129,"Vida Sport, Ltd",Switzerland,EMEA,9058
4/13/2004 0:00,Shipped,S18_1129,Osaka Souveniers Co.,Japan,Japan,11256
6/1/2004 0:00,Cancelled,S18_1129,"UK Collectables, Ltd.",UK,EMEA,6108
7/6/2004 0:00,Shipped,S18_1129,L'ordine Souveniers,Italy,EMEA,5052
8/6/2004 0:00,Shipped,S18_1129,Signal Gift Stores,USA,NA,9334
8/30/2004 0:00,Shipped,S18_1129,"Vida Sport, Ltd",Switzerland,EMEA,12998
10/5/2003 0:00,Shipped,S18_1129,"Norway Gifts By Mail, Co.",Norway,EMEA,11834
10/16/2004 0:00,Shipped,S18_1129,"Toms Spezialitten, Ltd",Germany,EMEA,12462
11/4/2004 0:00,Shipped,S18_1129,FunGiftIdeas.com,USA,NA,11606
11/17/2004 0:00,Shipped,S18_1129,Motor Mint Distributors Inc.,USA,NA,12868
11/24/2004 0:00,Shipped,S18_1129,"Australian Collectors, Co.",Australia,APAC,12908
12/9/2004 0:00,Shipped,S18_1129,Lyon Souveniers,France,EMEA,8392
1/7/2005 0:00,Shipped,S18_1129,Mini Creations Ltd.,USA,NA,5222
2/9/2005 0:00,Shipped,S18_1129,"Toys of Finland, Co.",Finland,EMEA,11790
3/4/2005 0:00,Shipped,S18_1129,Mini Gifts Distributors Ltd.,USA,NA,6750
4/15/2005 0:00,Disputed,S18_1129,Danish Wholesale Imports,Denmark,EMEA,16748
5/17/2005 0:00,Shipped,S18_1129,Salzburg Collectables,Austria,EMEA,8928
1/10/2003 0:00,Shipped,S18_1342,Vitachrome Inc.,USA,NA,9616
3/25/2003 0:00,Shipped,S18_1342,Mini Wheels Co.,USA,NA,6576
5/21/2003 0:00,Shipped,S18_1342,"Australian Collectors, Co.",Australia,APAC,6508
7/16/2003 0:00,Shipped,S18_1342,Souveniers And Things Co.,Australia,APAC,6368
9/12/2003 0:00,Shipped,S18_1342,Signal Collectibles Ltd.,USA,NA,11814
10/18/2003 0:00,Shipped,S18_1342,Corporate Gift Ideas Co.,USA,NA,8778
11/5/2003 0:00,Shipped,S18_1342,Rovelli Gifts,Italy,EMEA,10072
11/12/2003 0:00,Shipped,S18_1342,Mini Gifts Distributors Ltd.,USA,NA,4366
11/21/2003 0:00,Shipped,S18_1342,"Australian Collectables, Ltd",Australia,APAC,6212
12/3/2003 0:00,Shipped,S18_1342,Euro Shopping Channel,Spain,EMEA,7470
1/29/2004 0:00,Shipped,S18_1342,West Coast Collectables Co.,USA,NA,4826
3/2/2004 0:00,Shipped,S18_1342,"Saveley & Henriot, Co.",France,EMEA,5906
4/29/2004 0:00,Shipped,S18_1342,Euro Shopping Channel,Spain,EMEA,9368
6/8/2004 0:00,Shipped,S18_1342,Danish Wholesale Imports,Denmark,EMEA,6496
8/17/2004 0:00,Shipped,S18_1342,Amica Models & Co.,Italy,EMEA,10478
9/3/2004 0:00,Shipped,S18_1342,Herkku Gifts,Norway,EMEA,9134
10/11/2004 0:00,Shipped,S18_1342,Auto Assoc. & Cie.,France,EMEA,7070
10/21/2004 0:00,Shipped,S18_1342,Mini Gifts Distributors Ltd.,USA,NA,7686
11/4/2004 0:00,Shipped,S18_1342,Online Diecast Creations Co.,USA,NA,7420
11/17/2004 0:00,Shipped,S18_1342,"AV Stores, Co.",UK,EMEA,8750
11/29/2004 0:00,Shipped,S18_1342,Signal Gift Stores,USA,NA,3032
12/9/2004 0:00,Shipped,S18_1342,Lyon Souveniers,France,EMEA,5018
1/20/2005 0:00,Shipped,S18_1342,Collectables For Less Inc.,USA,NA,18480
2/16/2005 0:00,Shipped,S18_1342,Euro Shopping Channel,Spain,EMEA,5030
3/9/2005 0:00,Shipped,S18_1342,"Anna's Decorations, Ltd",Australia,APAC,11096
5/30/2005 0:00,In Process,S18_1342,Diecast Classics Inc.,USA,NA,9746
1/10/2003 0:00,Shipped,S18_1367,Vitachrome Inc.,USA,NA,4110
3/25/2003 0:00,Shipped,S18_1367,Mini Wheels Co.,USA,NA,4708
5/28/2003 0:00,Shipped,S18_1367,"Corrida Auto Replicas, Ltd",Spain,EMEA,4618
7/16/2003 0:00,Shipped,S18_1367,Souveniers And Things Co.,Australia,APAC,4226
9/12/2003 0:00,Shipped,S18_1367,Signal Collectibles Ltd.,USA,NA,3492
10/18/2003 0:00,Shipped,S18_1367,Corporate Gift Ideas Co.,USA,NA,4608
11/5/2003 0:00,Shipped,S18_1367,Rovelli Gifts,Italy,EMEA,4244
11/12/2003 0:00,Shipped,S18_1367,Mini Gifts Distributors Ltd.,USA,NA,3484
11/21/2003 0:00,Shipped,S18_1367,"Australian Collectables, Ltd",Australia,APAC,4910
12/3/2003 0:00,Shipped,S18_1367,Euro Shopping Channel,Spain,EMEA,6106
1/29/2004 0:00,Shipped,S18_1367,West Coast Collectables Co.,USA,NA,2846
3/2/2004 0:00,Shipped,S18_1367,"Saveley & Henriot, Co.",France,EMEA,3008
4/29/2004 0:00,Shipped,S18_1367,Euro Shopping Channel,Spain,EMEA,2328
6/8/2004 0:00,Shipped,S18_1367,Danish Wholesale Imports,Denmark,EMEA,3000
8/17/2004 0:00,Shipped,S18_1367,Amica Models & Co.,Italy,EMEA,3114
9/3/2004 0:00,Shipped,S18_1367,Herkku Gifts,Norway,EMEA,2690
10/11/2004 0:00,Shipped,S18_1367,Auto Assoc. & Cie.,France,EMEA,3590
10/21/2004 0:00,Shipped,S18_1367,Mini Gifts Distributors Ltd.,USA,NA,2210
11/4/2004 0:00,Shipped,S18_1367,Online Diecast Creations Co.,USA,NA,4728
11/17/2004 0:00,Shipped,S18_1367,"AV Stores, Co.",UK,EMEA,4854
11/29/2004 0:00,Shipped,S18_1367,"Australian Collectors, Co.",Australia,APAC,2474
12/9/2004 0:00,Shipped,S18_1367,Lyon Souveniers,France,EMEA,3186
1/20/2005 0:00,Shipped,S18_1367,Collectables For Less Inc.,USA,NA,6312
2/17/2005 0:00,Shipped,S18_1367,Corporate Gift Ideas Co.,USA,NA,2640
3/9/2005 0:00,Shipped,S18_1367,"Anna's Decorations, Ltd",Australia,APAC,9996
5/30/2005 0:00,In Process,S18_1367,Diecast Classics Inc.,USA,NA,2586
3/18/2003 0:00,Shipped,S18_1589,"AV Stores, Co.",UK,EMEA,10866
5/20/2003 0:00,Shipped,S18_1589,Atelier graphique,France,EMEA,6146
7/10/2003 0:00,Shipped,S18_1589,Reims Collectables,France,EMEA,8760
9/11/2003 0:00,Shipped,S18_1589,"Anna's Decorations, Ltd",Australia,APAC,11696
10/17/2003 0:00,Shipped,S18_1589,Heintze Collectables,Denmark,EMEA,12306
11/5/2003 0:00,Shipped,S18_1589,Gift Depot Inc.,USA,NA,9930
11/12/2003 0:00,Shipped,S18_1589,Herkku Gifts,Norway,EMEA,10870
11/20/2003 0:00,Shipped,S18_1589,Online Diecast Creations Co.,USA,NA,8516
12/2/2003 0:00,Shipped,S18_1589,Muscle Machine Inc,USA,NA,8064
1/16/2004 0:00,Shipped,S18_1589,Euro Shopping Channel,Spain,EMEA,8984
2/26/2004 0:00,Shipped,S18_1589,Collectable Mini Designs Co.,USA,NA,8322
4/13/2004 0:00,Shipped,S18_1589,Mini Caravy,France,EMEA,5016
6/1/2004 0:00,Cancelled,S18_1589,"UK Collectables, Ltd.",UK,EMEA,6748
7/6/2004 0:00,Shipped,S18_1589,L'ordine Souveniers,Italy,EMEA,10392
8/6/2004 0:00,Shipped,S18_1589,Signal Gift Stores,USA,NA,5208
9/1/2004 0:00,Shipped,S18_1589,Handji Gifts& Co,Singapore,APAC,5872
10/5/2003 0:00,Shipped,S18_1589,"Norway Gifts By Mail, Co.",Norway,EMEA,6848
10/16/2004 0:00,Shipped,S18_1589,Euro Shopping Channel,Spain,EMEA,5846
11/4/2004 0:00,Shipped,S18_1589,FunGiftIdeas.com,USA,NA,8978
11/17/2004 0:00,Shipped,S18_1589,Motor Mint Distributors Inc.,USA,NA,9698
11/24/2004 0:00,Shipped,S18_1589,Reims Collectables,France,EMEA,11696
1/12/2005 0:00,Resolved,S18_1589,Toys4GrownUps.com,USA,NA,5516
2/10/2005 0:00,Shipped,S18_1589,Euro Shopping Channel,Spain,EMEA,2898
4/22/2005 0:00,On Hold,S18_1589,The Sharp Gifts Warehouse,USA,NA,14096
5/17/2005 0:00,Shipped,S18_1589,Salzburg Collectables,Austria,EMEA,10404
2/17/2003 0:00,Shipped,S18_1662,Rovelli Gifts,Italy,EMEA,10558
4/28/2003 0:00,Shipped,S18_1662,Salzburg Collectables,Austria,EMEA,13832
6/16/2003 0:00,Shipped,S18_1662,Gift Ideas Corp.,USA,NA,5562
8/10/2003 0:00,Shipped,S18_1662,Mini Creations Ltd.,USA,NA,10496
10/6/2003 0:00,Shipped,S18_1662,"Toys of Finland, Co.",Finland,EMEA,13062
10/23/2003 0:00,Cancelled,S18_1662,Scandinavian Gift Ideas,Sweden,EMEA,11526
11/8/2003 0:00,Shipped,S18_1662,Alpha Cognac,France,EMEA,12980
11/14/2003 0:00,Shipped,S18_1662,"Double Decker Gift Stores, Ltd",UK,EMEA,12008
11/27/2003 0:00,Shipped,S18_1662,Cruz & Sons Co.,Philippines,Japan,14966
1/12/2004 0:00,Shipped,S18_1662,Osaka Souveniers Co.,Japan,Japan,11438
2/19/2004 0:00,Shipped,S18_1662,Collectable Mini Designs Co.,USA,NA,13908
5/11/2004 0:00,Shipped,S18_1662,The Sharp Gifts Warehouse,USA,NA,16320
6/24/2004 0:00,Cancelled,S18_1662,Euro Shopping Channel,Spain,EMEA,13134
7/21/2004 0:00,Shipped,S18_1662,Collectables For Less Inc.,USA,NA,13448
8/21/2004 0:00,Shipped,S18_1662,"Norway Gifts By Mail, Co.",Norway,EMEA,11494
9/15/2004 0:00,Shipped,S18_1662,"Bavarian Collectables Imports, Co.",Germany,EMEA,11352
10/14/2004 0:00,Shipped,S18_1662,"Classic Gift Ideas, Inc",USA,NA,14758
11/1/2004 0:00,Shipped,S18_1662,giftsbymail.co.uk,UK,EMEA,7408
11/10/2004 0:00,Resolved,S18_1662,Danish Wholesale Imports,Denmark,EMEA,5608
11/22/2004 0:00,Shipped,S18_1662,Royale Belge,Belgium,EMEA,11248
12/3/2004 0:00,Shipped,S18_1662,"Stylish Desk Decors, Co.",UK,EMEA,7762
1/31/2005 0:00,Shipped,S18_1662,"Oulu Toy Supplies, Inc.",Finland,EMEA,3222
3/1/2005 0:00,Resolved,S18_1662,Euro Shopping Channel,Spain,EMEA,2728
3/30/2005 0:00,Shipped,S18_1662,Reims Collectables,France,EMEA,8430
4/1/2005 0:00,Shipped,S18_1662,The Sharp Gifts Warehouse,USA,NA,12866
5/10/2005 0:00,Shipped,S18_1662,L'ordine Souveniers,Italy,EMEA,8704
1/6/2003 0:00,Shipped,S18_1749,Online Diecast Creations Co.,USA,NA,10302
3/18/2003 0:00,Shipped,S18_1749,"AV Stores, Co.",UK,EMEA,12138
5/21/2003 0:00,Shipped,S18_1749,Signal Gift Stores,USA,NA,5712
9/12/2003 0:00,Shipped,S18_1749,Signal Collectibles Ltd.,USA,NA,10750
10/18/2003 0:00,Shipped,S18_1749,Corporate Gift Ideas Co.,USA,NA,10352
11/5/2003 0:00,Shipped,S18_1749,Rovelli Gifts,Italy,EMEA,7016
11/12/2003 0:00,Shipped,S18_1749,Mini Gifts Distributors Ltd.,USA,NA,15108
11/21/2003 0:00,Shipped,S18_1749,"Australian Collectables, Ltd",Australia,APAC,6282
12/2/2003 0:00,Shipped,S18_1749,Muscle Machine Inc,USA,NA,11780
1/26/2004 0:00,Shipped,S18_1749,"Corrida Auto Replicas, Ltd",Spain,EMEA,11934
3/2/2004 0:00,Shipped,S18_1749,"Saveley & Henriot, Co.",France,EMEA,7424
4/13/2004 0:00,Shipped,S18_1749,Mini Caravy,France,EMEA,15194
8/17/2004 0:00,Shipped,S18_1749,Amica Models & Co.,Italy,EMEA,7336
9/1/2004 0:00,Shipped,S18_1749,Handji Gifts& Co,Singapore,APAC,11750
10/6/2003 0:00,Shipped,S18_1749,"UK Collectables, Ltd.",UK,EMEA,14620
10/21/2004 0:00,Shipped,S18_1749,Mini Gifts Distributors Ltd.,USA,NA,16156
11/17/2004 0:00,Shipped,S18_1749,Motor Mint Distributors Inc.,USA,NA,6514
11/25/2004 0:00,Shipped,S18_1749,Marseille Mini Autos,France,EMEA,15300
1/12/2005 0:00,Resolved,S18_1749,Toys4GrownUps.com,USA,NA,9406
2/10/2005 0:00,Shipped,S18_1749,Euro Shopping Channel,Spain,EMEA,10798
4/22/2005 0:00,On Hold,S18_1749,The Sharp Gifts Warehouse,USA,NA,28164
5/29/2005 0:00,In Process,S18_1749,Souveniers And Things Co.,Australia,APAC,10566
3/3/2003 0:00,Shipped,S18_1889,Cruz & Sons Co.,Philippines,Japan,6260
5/8/2003 0:00,Shipped,S18_1889,Marseille Mini Autos,France,EMEA,6224
7/2/2003 0:00,Shipped,S18_1889,Mini Gifts Distributors Ltd.,USA,NA,7612
9/5/2003 0:00,Shipped,S18_1889,Collectables For Less Inc.,USA,NA,4284
10/11/2003 0:00,Shipped,S18_1889,"Men 'R' US Retailers, Ltd.",USA,NA,6728
11/4/2003 0:00,Shipped,S18_1889,Mini Auto Werke,Austria,EMEA,2524
11/12/2003 0:00,Shipped,S18_1889,Herkku Gifts,Norway,EMEA,3252
11/20/2003 0:00,Shipped,S18_1889,Online Diecast Creations Co.,USA,NA,8176
12/2/2003 0:00,Shipped,S18_1889,Euro Shopping Channel,Spain,EMEA,7692
1/16/2004 0:00,Shipped,S18_1889,Euro Shopping Channel,Spain,EMEA,2678
2/22/2004 0:00,Shipped,S18_1889,"Vida Sport, Ltd",Switzerland,EMEA,6078
4/12/2004 0:00,Shipped,S18_1889,"Oulu Toy Supplies, Inc.",Finland,EMEA,6800
6/1/2004 0:00,Cancelled,S18_1889,"UK Collectables, Ltd.",UK,EMEA,3860
7/6/2004 0:00,Shipped,S18_1889,L'ordine Souveniers,Italy,EMEA,4928
8/6/2004 0:00,Shipped,S18_1889,Signal Gift Stores,USA,NA,5268
8/30/2004 0:00,Shipped,S18_1889,"Vida Sport, Ltd",Switzerland,EMEA,7250
10/4/2003 0:00,Shipped,S18_1889,"Blauer See Auto, Co.",Germany,EMEA,7576
10/16/2004 0:00,Shipped,S18_1889,"Toms Spezialitten, Ltd",Germany,EMEA,3664
